2025-09-08 14:10:47.087 | INFO     | __main__:main:89 - Starting the time-alignment of induvidual tests.
2025-09-08 14:10:47.102 | INFO     | __main__:main:92 - Input directory set to data/amt_csv.
2025-09-08 14:10:47.102 | INFO     | __main__:main:97 - Output directory set to data/amt_aligned.
2025-09-08 14:10:47.102 | INFO     | __main__:main:102 - Time step set to 0.01 seconds.
2025-09-08 14:10:47.108 | INFO     | __main__:time_align:17 - Starting time alignment for clt_dc_1 in data/amt_csv/clt_dc_1.
2025-09-08 14:10:47.112 | INFO     | __main__:time_align:26 - Found 12 parameter files to process.
2025-09-08 14:10:47.164 | INFO     | __main__:time_align:37 - Processing file: Calculated_CltSlip_INT_STG_t5.csv
2025-09-08 14:10:47.226 | INFO     | __main__:time_align:37 - Processing file: Calculated_ClutchSlipPower_kJ_t8.csv
2025-09-08 14:10:47.230 | INFO     | __main__:time_align:37 - Processing file: CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7.csv
2025-09-08 14:10:47.241 | INFO     | __main__:time_align:37 - Processing file: CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0.csv
2025-09-08 14:10:47.269 | INFO     | __main__:time_align:37 - Processing file: CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1.csv
2025-09-08 14:10:47.299 | INFO     | __main__:time_align:37 - Processing file: CAN2_MCM_C02_EngSpd_Cval_PT_t6.csv
2025-09-08 14:10:47.348 | INFO     | __main__:time_align:37 - Processing file: CAN2_MCM_C02_EngTrq_Cval_PT_t6.csv
2025-09-08 14:10:47.382 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C02_Clutch_Cval_PT_t3.csv
2025-09-08 14:10:47.418 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3.csv
2025-09-08 14:10:47.444 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C03_InShaftSpd_Cval_PT_t9.csv
2025-09-08 14:10:47.466 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C08_CurrGr_Stat_PT_t4.csv
2025-09-08 14:10:47.488 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C10_DispClutchOvl_Rq_PT_t2.csv
2025-09-08 14:10:47.488 | INFO     | __main__:time_align:47 - Time range for alignment: 0.020094915 to 796.267352746 seconds.
2025-09-08 14:10:47.493 | INFO     | __main__:time_align:54 - Creating time-aligned DataFrame with 79625 time points.
2025-09-08 14:10:47.499 | INFO     | __main__:time_align:61 - Interpolating data for Calculated_CltSlip_INT_STG_t5 from file Calculated_CltSlip_INT_STG_t5.csv.
2025-09-08 14:10:47.516 | INFO     | __main__:time_align:76 - Added interpolated data for Calculated_CltSlip_INT_STG_t5 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.519 | INFO     | __main__:time_align:61 - Interpolating data for Calculated_ClutchSlipPower_kJ_t8 from file Calculated_ClutchSlipPower_kJ_t8.csv.
2025-09-08 14:10:47.536 | INFO     | __main__:time_align:76 - Added interpolated data for Calculated_ClutchSlipPower_kJ_t8 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.538 | INFO     | __main__:time_align:61 - Interpolating data for CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7 from file CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7.csv.
2025-09-08 14:10:47.549 | INFO     | __main__:time_align:76 - Added interpolated data for CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.549 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0 from file CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0.csv.
2025-09-08 14:10:47.569 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.572 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1 from file CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1.csv.
2025-09-08 14:10:47.584 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.584 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_MCM_C02_EngSpd_Cval_PT_t6 from file CAN2_MCM_C02_EngSpd_Cval_PT_t6.csv.
2025-09-08 14:10:47.613 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_MCM_C02_EngSpd_Cval_PT_t6 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.637 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_MCM_C02_EngTrq_Cval_PT_t6 from file CAN2_MCM_C02_EngTrq_Cval_PT_t6.csv.
2025-09-08 14:10:47.674 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_MCM_C02_EngTrq_Cval_PT_t6 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.680 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_TCM_C02_Clutch_Cval_PT_t3 from file CAN2_TCM_C02_Clutch_Cval_PT_t3.csv.
2025-09-08 14:10:47.700 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_TCM_C02_Clutch_Cval_PT_t3 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.706 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3 from file CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3.csv.
2025-09-08 14:10:47.719 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.730 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_TCM_C03_InShaftSpd_Cval_PT_t9 from file CAN2_TCM_C03_InShaftSpd_Cval_PT_t9.csv.
2025-09-08 14:10:47.751 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_TCM_C03_InShaftSpd_Cval_PT_t9 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.754 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_TCM_C08_CurrGr_Stat_PT_t4 from file CAN2_TCM_C08_CurrGr_Stat_PT_t4.csv.
2025-09-08 14:10:47.783 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_TCM_C08_CurrGr_Stat_PT_t4 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.785 | INFO     | __main__:time_align:61 - Interpolating data for CAN2_TCM_C10_DispClutchOvl_Rq_PT_t2 from file CAN2_TCM_C10_DispClutchOvl_Rq_PT_t2.csv.
2025-09-08 14:10:47.809 | INFO     | __main__:time_align:76 - Added interpolated data for CAN2_TCM_C10_DispClutchOvl_Rq_PT_t2 to time-aligned DataFrame for clt_dc_1.
2025-09-08 14:10:47.815 | INFO     | __main__:time_align:78 - Time alignment completed for clt_dc_1. Total rows in aligned DataFrame: 79625.
2025-09-08 14:10:48.745 | SUCCESS  | __main__:main:109 - Time-aligned data for clt_dc_1 saved to data/amt_aligned\g90amt_clt_dc_1.csv.
2025-09-08 14:10:48.748 | INFO     | __main__:time_align:17 - Starting time alignment for clt_dc_2 in data/amt_csv/clt_dc_2.
2025-09-08 14:10:48.750 | INFO     | __main__:time_align:26 - Found 12 parameter files to process.
2025-09-08 14:10:48.775 | INFO     | __main__:time_align:37 - Processing file: Calculated_CltSlip_INT_STG_t5.csv
2025-09-08 14:10:48.812 | INFO     | __main__:time_align:37 - Processing file: Calculated_ClutchSlipPower_kJ_t8.csv
2025-09-08 14:10:48.821 | INFO     | __main__:time_align:37 - Processing file: CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7.csv
2025-09-08 14:10:48.825 | INFO     | __main__:time_align:37 - Processing file: CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0.csv
2025-09-08 14:10:48.841 | INFO     | __main__:time_align:37 - Processing file: CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1.csv
2025-09-08 14:10:48.859 | INFO     | __main__:time_align:37 - Processing file: CAN2_MCM_C02_EngSpd_Cval_PT_t6.csv
2025-09-08 14:10:48.910 | INFO     | __main__:time_align:37 - Processing file: CAN2_MCM_C02_EngTrq_Cval_PT_t6.csv
2025-09-08 14:10:48.934 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C02_Clutch_Cval_PT_t3.csv
2025-09-08 14:10:48.958 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3.csv
2025-09-08 14:10:48.975 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C03_InShaftSpd_Cval_PT_t9.csv
2025-09-08 14:10:48.992 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C08_CurrGr_Stat_PT_t4.csv
2025-09-08 14:10:49.008 | INFO     | __main__:time_align:37 - Processing file: CAN2_TCM_C10_DispClutchOvl_Rq_PT_t2.csv
2025-09-08 14:10:49.015 | INFO     | __main__:time_align:47 - Time range for alignment: 0.010288423 to 636.221200552 seconds.
2025-09-08 14:10:49.017 | INFO     | __main__:time_align:54 - Creating time-aligned DataFrame with 63622 time points.
2025-09-08 14:10:49.020 | INFO     | __main__:time_align:61 - Interpolating data for Calculated_CltSlip_INT_STG_t5 from file Calculated_CltSlip_INT_STG_t5.csv.
2025-09-08 14:10:49.025 | INFO     | __main__:time_align:76 - Added interpolated data for Calculated_CltSlip_INT_STG_t5 to time-aligned DataFrame for clt_dc_2.
