Time,CAN2_TCM_C11_GrShift_Stat_PT_t2
0.010948843,0.0
0.020930197,0.0
0.030943426,0.0
0.040970546,0.0
0.050942135,0.0
0.060941488,0.0
0.071077347,0.0
0.080937072,0.0
0.090955928,0.0
0.100939281,0.0
0.11095301,0.0
0.12093874,0.0
0.130958094,0.0
0.140945073,0.0
0.150985179,0.0
0.160940657,0.0
0.170959887,0.0
0.180949741,0.0
0.190962345,0.0
0.200942449,0.0
0.210971429,0.0
0.220989033,0.0
0.230956012,0.0
0.240958976,0.0
0.25095533,0.0
0.260948559,0.0
0.27099643,0.0
0.280947018,0.0
0.290959982,0.0
0.300950476,0.0
0.310962597,0.0
0.320951435,0.0
0.331008166,0.0
0.340956143,0.0
0.350959873,0.0
0.360979603,0.0
0.370967206,0.0
0.380952186,0.0
0.39097129,0.0
0.400959879,0.0
0.410994124,0.0
0.420954477,0.0
0.430973458,0.0
0.440963436,0.0
0.450979041,0.0
0.460986146,0.0
0.470962624,0.0
0.480954979,0.0
0.490973583,0.0
0.500951062,0.0
0.510974651,0.0
0.520961005,0.0
0.530966,0.0
0.540960604,0.0
0.550966943,0.0
0.560961047,0.0
0.570973526,0.0
0.580982522,0.0
0.59098311,0.0
0.60099684,0.0
0.610984569,0.0
0.620966423,0.0
0.630975778,0.0
0.640964632,0.0
0.650977111,0.0
0.660975091,0.0
0.67097457,0.0
0.680961048,0.0
0.690979653,0.0
0.700969382,0.0
0.710984237,0.0
0.720971966,0.0
0.73098482,0.0
0.74096755,0.0
0.750981904,0.0
0.760975383,0.0
0.770979113,0.0
0.780998952,0.0
0.790986181,0.0
0.800976534,0.0
0.810992405,0.0
0.820971743,0.0
0.830983613,0.0
0.840977202,0.0
0.850982697,0.0
0.860980036,0.0
0.87100514,0.0
0.880995994,0.0
0.890993725,0.0
0.900975079,0.0
0.91098906,0.0
0.920978666,0.0
0.930994396,0.0
0.940987127,0.0
0.951012608,0.0
0.961000963,0.0
0.970990068,0.0
0.981066175,0.0
0.990988654,0.0
1.000979619,0.0
1.01100085,0.0
1.021009221,0.0
1.03099706,0.0
1.040991306,0.0
1.050998788,0.0
1.060982892,0.0
1.070998733,0.0
1.081010963,0.0
1.091005944,0.0
1.100987174,0.0
1.111006654,0.0
1.12099576,0.0
1.131025241,0.0
1.140994345,0.0
1.151000077,0.0
1.160994932,0.0
1.171044164,0.0
1.180988268,0.0
1.191011498,0.0
1.200998229,0.0
1.211010585,0.0
1.221004439,0.0
1.231009171,0.0
1.240995885,0.0
1.251010257,0.0
1.261003096,0.0
1.271010217,0.0
1.280993198,0.0
1.291010178,0.0
1.300993643,0.0
1.311011999,0.0
1.321029855,0.0
1.331018851,0.0
1.340999565,0.0
1.351013811,0.0
1.361008151,0.0
1.371016881,0.0
1.381003112,0.0
1.391018343,0.0
1.401009323,0.0
1.411042804,0.0
1.421016909,0.0
1.431048141,0.0
1.44100962,0.0
1.451043226,0.0
1.461009331,0.0
1.471039937,0.0
1.481008167,0.0
1.491026523,0.0
1.501008503,0.0
1.511020734,0.0
1.521013089,0.0
1.531028804,0.0
1.541015675,0.0
1.551018905,0.0
1.561013761,0.0
1.571020476,0.0
1.581015972,0.0
1.591025062,0.0
1.601010058,0.0
1.611031148,0.0
1.621013003,0.0
1.631050985,0.0
1.641020214,0.0
1.65104757,0.0
1.661020175,0.0
1.671050906,0.0
1.681014886,0.0
1.691050743,0.0
1.701015097,0.0
1.711053954,0.0
1.721022183,0.0
1.731034539,0.0
1.741027754,0.0
1.7510295,0.0
1.76102748,0.0
1.771042836,0.0
1.781019301,0.0
1.791034781,0.0
1.801065387,0.0
1.811047868,0.0
1.821038098,0.0
1.831042469,0.0
1.841036184,0.0
1.85104493,0.0
1.861043535,0.0
1.871040141,0.0
1.88103298,0.0
1.891042848,0.0
1.90105206,0.0
1.911041927,0.0
1.921034638,0.0
1.931084631,0.0
1.941040841,0.0
1.951045567,0.0
1.961043293,0.0
1.971050271,0.0
1.981036497,0.0
1.991049223,0.0
2.001065326,0.0
2.011053426,0.0
2.021044278,0.0
2.03105713,0.0
2.041082857,0.0
2.051052708,0.0
2.061041434,0.0
2.07104827,0.0
2.081044137,0.0
2.091078349,0.0
2.10104059,0.0
2.111055926,0.0
2.121051293,0.0
2.131063004,0.0
2.141058871,0.0
2.151051082,0.0
2.161053434,0.0
2.171053411,0.0
2.181098029,0.0
2.191058363,0.0
2.201068605,0.0
2.211061441,0.0
2.221046792,0.0
2.231063395,0.0
2.241053246,0.0
2.251064723,0.0
2.261087825,0.0
2.271065175,0.0
2.281051402,0.0
2.291067254,0.0
2.301053355,0.0
2.311065457,0.0
2.321138435,0.0
2.331088536,0.0
2.341058886,0.0
2.351064238,0.0
2.361058949,0.0
2.371066191,0.0
2.381086668,0.0
2.391064878,0.0
2.40105837,0.0
2.411076723,0.0
2.421067308,0.0
2.4310793,0.0
2.441088761,0.0
2.451072878,0.0
2.461066964,0.0
2.471072332,0.0
2.481064542,0.0
2.491078378,0.0
2.501078245,0.0
2.511089848,0.0
2.521068823,0.0
2.5310848,0.0
2.541073777,0.0
2.551075753,0.0
2.56106798,0.0
2.571081956,0.0
2.581086682,0.0
2.591101785,0.0
2.601068885,0.0
2.611080112,0.0
2.621073839,0.0
2.63108405,0.0
2.641075792,0.0
2.651081252,0.0
2.661077619,0.0
2.671085831,0.0
2.681079698,0.0
2.691096409,0.0
2.701078276,0.0
2.711092987,0.0
2.721086979,0.0
2.731100065,0.0
2.741082932,0.0
2.751093768,0.0
2.761086994,0.0
2.77104847,0.0
2.781089322,0.0
2.791101425,0.0
2.801087151,0.0
2.811109627,0.0
2.821085854,0.0
2.831104206,0.0
2.841087556,0.0
2.851101909,0.0
2.86109001,0.0
2.870925858,0.0
2.881109213,0.0
2.890912922,0.0
2.901090671,0.0
2.91111165,0.0
2.921090738,0.0
2.931116718,0.0
2.941098947,0.0
2.951115692,0.0
2.96109517,0.0
2.97091888,0.0
2.981112238,0.0
2.991109733,0.0
3.001092821,0.0
3.011120051,0.0
3.021093905,0.0
3.031114775,0.0
3.041103238,0.0
3.051115358,0.0
3.061171198,0.0
3.070912795,0.0
3.081096155,0.0
3.091110509,0.0
3.101093863,0.0
3.111117842,0.0
3.121102446,0.0
3.131118426,0.0
3.141101529,0.0
3.150927004,0.0
3.161120113,0.0
3.171122967,0.0
3.181107821,0.0
